imdb_id,summary,actors,release_date
tt0367116,Add a Plot »,Raj Babbar|Smita Patil|Naseeruddin Shah|Mazhar Khan|Shakti Kapoor|,9 October 1981 (India)
tt0390473,Shakka witnesses the murder of his parents by some businessmen. Years later  he sets out to seek revenge and joins the same gang that killed his parents.,Jeetendra|Simple Kapadia|Zaheera|Om Shivpuri|Nirupa Roy|Satyendra Kapoor|Helen|Pinchoo Kapoor|Paintal|Ajit Singh Deol|Virendra Sharma|Sheetal|Birbal|Chandrashekhar|,6 November 1981 (India)
tt0083349,Multi-millionaire Bishan Kumar and orphan Kishan are inseparable friends and live in the same house with Bishan's widowed mother and a maid servant. Bishan's father was responsible for the ...                    ,Amitabh Bachchan|Neetu Singh|Tanuja|Aruna Irani|Jeevan|Kader Khan|Ranjeet|Amjad Khan|Sulochana Latkar|Anwar Hussain|Ram Mohan|Yunus Parvez|Viju Khote|Chand Usmani|,23 October 1981 (India)
tt0083248,In Faizabad  British India  Dilawar is sentenced to several years in prison after Amiran's Daroga dad testifies against him. After his discharge around 1840  he extracts his vengeance by ...                    ,Rekha|Farooq Shaikh|Naseeruddin Shah|Raj Babbar|Shaukat Azmi|Ishtiaque Khan Ghilzai|Prema Narayan|Akbar Rashid|Gajanan Jagirdar|Dina Pathak|Rita Rani Kaul|Shaheen Sultan|Umme Farwa|Seema Sathyu|,21 June 2005 (Hungary)
tt0246322,Large locusts attack the farmers and farmlands resulting in hefty damages. The Indian Government suspects that this is the work of some terrorists and assign this case to their best agent ...                    ,Mithun Chakraborty|Kaajal Kiran|Shakti Kapoor|Kalpana Iyer|Jagdeep|Iftekhar|Keshto Mukherjee|Birbal|,
tt0178198,Orphaned at a very young age  Varsha Oberoi  lives a wealthy lifestyle with her paternal uncle  Jain Oberoi  in Bombay  and has traveled world-wide. She is in love with Vijay  a ...                    ,Raj Babbar|Ranjeeta Kaur|Deepak Parashar|Raj Mehra|Madan Puri|Om Shivpuri|Tamanna|Dulari|Lalita Kumari|Mehmood Jr.|,5 December 1980 (India)
tt0178185,This movie revolves around the lives of two brothers  Kishan (Amol Palekar) and Shambhu (Rajesh Khanna). Kishan is married to Shanti (Raakhee)  but both are unable to have children. When ...                    ,Rajesh Khanna|Rakhee Gulzar|Rekha|Prem Chopra|Amol Palekar|Jankidas|Leela Mishra|Ranjana Sachdev|Birbal|Sarita Devi|Asit Kumar Sen|Swapan Guha|Amol Sen|Deepak|,
tt0083081,SILSILA is a love story  thwarted by society's demands  which reappears as adultery but can it survive in the face of society?,Amitabh Bachchan|Shashi Kapoor|Jaya Bachchan|Rekha|Sanjeev Kumar|Sudha Chopra|Sushma Seth|Ravi Dubey|Sharmila Roy Chowdhry|Jagdish Raj|Vikas Anand|Ranvir Raj|Shyam Arora|Raj Bharti|,14 August 1981 (India)
tt0178204,Deepak (Jeetendra) is a truck driver. One day he meets with haughty  snobbish  and popular singer  Asha. He assists her with her travel and the two become friends. Deepak loves Mala  ...                    ,Jeetendra|Reena Roy|Rameshwari|Girish Karnad|Sulochana Latkar|Master Bhagwan|Sunder|Shivraj|Dulari|Yunus Parvez|Birbal|Sudhir Dalvi|Madhu Apte|Keshav Rana|,4 March 1980 (India)
tt0178195,After completing their schooling; childhood inseparable friends  Ram and Rahim gets enrolled in a college for further education where they excel in studies. This does not anger well with ...                    ,Jeetendra|Rishi Kapoor|Tina Ambani|Rakesh Roshan|Shoma Anand|Ashok Kumar|Pran|Ranjeet|Deven Verma|Keshto Mukherjee|Pinchoo Kapoor|Sudhir Dalvi|Gulshan Bawra|,
tt0230993,Industrialist SK Nanda had thrown his son Ramesh out of the house as he wanted to marry a poor girl 10 years later his son Ravi returns from abroad and convinces him to get Ramesh back Ravi...                    ,Rishi Kapoor|Padmini Kolhapure|Amjad Khan|Yogeeta Bali|Kader Khan|Om Shivpuri|Shreeram Lagoo|Simple Kapadia|Master Ravi|Neelam Mehra|Birbal|Arpana Choudhary|Viju Khote|Ahmed Ali|,30 December 1981 (India)
tt2784646,Add a Plot »,Bharat Kapoor|Padma Khanna|Vijendra Mittal|,
tt0080343,A man from Mumbai (then Bombay) is angry about various issues in different circumstances.,Naseeruddin Shah|Shabana Azmi|Smita Patil|Dilip Dhawan|Om Puri|Sulabha Deshpande|Arvind Deshpande|Naresh Suri|Nitin Sethi|Aziz Mirza|Roshan Tanuja|Satish Shah|Muhafiz Haider|Avtar Gill|,
tt0259170,Abdullah is a devout Muslim who lives in a small hut the middle of a desert in Persia  and looks after a well so that it provides water to thirsty travelers. One day a friend  Ameer  ...                    ,Raj Kapoor|Sanjay Khan|Sanjeev Kumar|Zeenat Aman|Parveen Babi|Mehmood|Danny Denzongpa|,26 September 1980 (India)
tt0079749,Alibaba  (Dharmendra) a native of Guleba is in love with Marjina (Hema Malini). The town has a ruler  Abu Hasan. Guleban is terrorized by dacoits. Ali Baba hears the password to the door of...                    ,Dharmendra|Hema Malini|Zeenat Aman|Prem Chopra|Zakir Mukhamedzhanov|Sofiko Chiaureli|Madan Puri|Yakub Akhmedov|Rolan Bykov|Khodzha Durdy Narliyev|Mher Mkrtchyan|Khamza Umarov|Dzhavlon Khamrayev|Elena Sanaeva|,29 May 1980 (India)
tt0080322,A public prosecutor discovers the harsh realities about life of the scheduled tribes in India during 1980s while defending a case of a tribesman charged of murdering his wife.,Naseeruddin Shah|Smita Patil|Amrish Puri|Om Puri|Mahesh Elkunchwar|Bhagyasri Kotnis|Arvind Deshpande|Mohan Agashe|Vinay Apte|Vihang Nayak|Achyut Potdar|Madhukar Nayak|,1980 (India)
tt0081453,Add a Plot »,Bharat Gopy|Vibhuti Jha|Satyen Kumar|,
tt0157320,This is a story of two lawyer brothers  their half brother  their wives and children. Siddheshwari  wife of the eldest brother has left the operational details of the household to Sheela  ...                    ,Shabana Azmi|Amol Palekar|Girish Karnad|Utpal Dutt|Ashalata Wabgaonkar|Bharti Achrekar|Manisha|Manik Dutt|R.S. Chopra|Gopi Sapru|Zarina|Amol Sen|Master Rajesh|Master Vikas|,8 August 1980 (India)
tt0154201,Kishan (Rajesh Khanna)  the rich and spoiled son  studying medicine in college  of a wealthy man (Om Prakash) is taught a lesson in humility by fellow student  Madhu (Hema Malini)  and he ...                    ,Rajesh Khanna|Hema Malini|Danny Denzongpa|Tanuja|Om Prakash|Asrani|Jeevan|Om Shivpuri|Madan Puri|Bindiya Goswami|Nalini Jaywant|Manorama|Preeti Ganguli|Mohan Choti|,
tt0230028,Add a Plot »,Sanjeev Kumar|Mala Sinha|Shatrughan Sinha|Reena Roy|,1 August 1980 (India)
tt0237098,Anju lives a wealthy lifestyle with her widowed dad  Dhanraj  on a privately owned island. She studies in a hostel  plays on the football team  but is known for getting into fights with ...                    ,Shatrughan Sinha|Neetu Singh|Ajit|Danny Denzongpa|Jeevan|Ranjeet|Jagdeep|Prema Narayan|Heena Kausar|,23 May 1980 (India)
tt0254179,A young man (Sunny Deol) and woman (Amrita Singh) fall in love  but face obstacles from their families.,Shammi Kapoor|Nirupa Roy|Prem Chopra|Sunny Deol|Amrita Singh|Sunder|Rajeev Anand|Goga Kapoor|Annu Kapoor|Tilak Mehta|Shabnam|Birbal|Jugnu|Rehana|,5 August 1983 (India)
tt0233264,Avtaar Krishen lives a poor lifestyle with his wife  Radha  and two sons  Ramesh and Chander. He works in a factory and toils hard so that his sons can get the necessary education  and live...                    ,Rajesh Khanna|Shabana Azmi|Sachin|Sujit Kumar|A.K. Hangal|Yunus Parvez|Pinchoo Kapoor|Gulshan Grover|Shashi Puri|Priti Sapru|Rajni Sharma|Madhu Malini|Ranjan Grewal|Madan Puri|,11 March 1983 (India)
tt0370392,Add a Plot »,Pradeep Kumar|Raaj Kumar|Shatrughan Sinha|Moushumi Chatterjee|Farida Jalal|Usha Kiran|Amjad Khan|Master Bhagwan|Ranjeet|Nirupa Roy|Tiwari|Jagdish Raj|Nasir Hussain|Mohan Sherry|,
tt0157418,Ranveer Singh's family is killed by his adopted brother Veer Singh mistakenly Veer Singh's man kill Sonu daughter of Masterji thinking she is Munni daughter of Ranveer Singh.Kishen a con ...                    ,Zeenat Aman|Vinod Khanna|Shatrughan Sinha|Amjad Khan|Pran|Deven Verma|,
tt0379246,A child  left unattended in a truck  is adopted by it's drivers  Mangat and Bajirao  and cared for by a woman  Buaji. The child  a male  is named Lucky and grows up street-smart in the city...                    ,Rishi Kapoor|Neetu Singh|Pran|Mala Sinha|,11 January 1980 (India)
tt0359076,Add a Plot »,Feroz Khan|Neetu Singh|Danny Denzongpa|Padma Khanna|Satyendra Kapoor|Kumud Chuggani|Paidi Jairaj|Mumtaz Begum|Mohan Choti|Kamal Kapoor|Anjana Mumtaz|Asha Potdar|Sujata Bakshi|Maruti|,14 March 1980 (India)
tt0080638,Two rival burglars end up at the same school with the intent of abducting a rich man's son for a large ransom.,Shashi Kapoor|Amitabh Bachchan|Hema Malini|Parveen Babi|Shreeram Lagoo|Sajjan|Master Bittoo|Lalita Pawar|Aarti|Om Prakash|Jagdeep|Ram P. Sethi|Jagdish Raj|Mohan Sherry|,8 February 1980 (India)
tt0340091,Ravi Varma is a single eligible bachelor. He meets with Aarti Mathur  and both are attracted to each other. The problem is that Ravi is unable to express his love and attraction for Aarti  ...                    ,Navin Nischol|Shabana Azmi|Dilip Dhawan|Kiran Vairale|Anil Kapoor|Madan Puri|Rajendra Nath|Suresh Oberoi|,3 September 1980 (India)
tt0432866,Garam Khoon is the story of Ravi and Babloo who were born twins but lived like enemies. Their father SUD Sahib was a man of reputed integrity and had worldwide business. Sheltering under ...                    ,Ajit|Bindu|Brahmachari|Dhumal|Rajan Haksar|Helen|Nasir Hussain|Satish Kaul|Imtiaz Khan|Vinod Khanna|Sulochana Latkar|Keshto Mukherjee|Sulakshana Pandit|Harbans Papey|,
tt0231475,Young Chetan Prakash and beautiful Payal are in love and would like to marry each other. Their respective fathers  Daulatram and Retired Col. Bhagwant Singh  have other plans and want them ...                    ,Rishi Kapoor|Moushumi Chatterjee|Om Prakash|I.S. Johar|Deven Verma|Geeta Behl|Roopesh Kumar|Gautam Sarin|Master Bhagwan|Aruna Irani|K.N. Singh|Trilok Kapoor|C.S. Dubey|Nawab|,
tt0259322,When a successful manager decides to sell his plantation in his ancestral village to another company  his young daughter begins acting very strangely.,Shreeram Lagoo|Anant Nag|Indrani Mukherjee|Padmini Kolhapure|Rita Bhaduri|Amrish Puri|Sudhir Dalvi|Suhas Bhalekar|Shubha Joshi|Satyendran|Satyakumar Patil|Somu|Rao|Shetty|,9 September 1980 (India)
tt0080653,Vijay Varma (Amitabh Bachchan) and Ravi Kapoor (Shatrughan Sinha) are two close childhood friends. When they thought they have matured enough they decides to enter law policy: one as a ...                    ,Amitabh Bachchan|Shatrughan Sinha|Zeenat Aman|Prem Chopra|Amrish Puri|Helen|Pran|Gajanan Jagirdar|Sajjan|Iftekhar|K.N. Singh|Trilok Kapoor|Abhimanyu Sharma|Col. Kapoor|,17 October 1980 (India)
tt0260060,Christopher goes to meet a woman at a remote guest house for exorcism wearing a expensive diamond ring he gets murdered that night for the ring and his hand is brutally chopped off The hand then returns for revenge.,Prem Krishan|Padmini Kapila|,
tt0080901,The wealthy and lecherous Zamindar Thakur Vir Pratap Singh lord over a small region in rural India mercilessly killing anyone who opposes his rule. He gets the male villagers addicted to ...                    ,Sanjeev Kumar|Shabana Azmi|Mithun Chakraborty|Deepti Naval|Naseeruddin Shah|Raj Babbar|Uday Chandra|Gulshan Grover|Amrish Puri|Aruna Irani|Roopesh Kumar|Gita Siddharth|A.K. Hangal|Kanhaiyalal Chaturvedi|,27 November 1980 (India)
tt0214841,Ravi is killed by his wife after his marriage. He is reborn as Monty and is now a singer he goes to holiday in Ooty where he recollects his memories from previous life and inquires about his family from first life and his evil wife Kamini.,Rishi Kapoor|Tina Ambani|Simi Garewal|Raj Kiran|Prem Nath|Pran|Durga Khote|Abha Dhulia|Jalal Agha|Pinchoo Kapoor|Iftekhar|Birbal|Viju Khote|Mac Mohan|,11 June 1980 (India)
tt0956298,Sapna lives a very poor lifestyle in a town called Ramgarh in India. She has no family of her own  but lives with an older woman who she calls Mausi  and two grandchildren. Sapna is a petty...                    ,Raj Babbar|Savita Bajaj|Master Bhagwan|Shail Chaturvedi|Dinesh Hingoo|T.P. Jain|Paidi Jairaj|Jankidas|Viju Khote|Leela Mishra|Moolchand|Rajendra Nath|Shashi Puri|Subbiraj|,1980 (India)
tt0239514,Abandoned by his biological mother at the time of his birth  Rajesh is brought up by Rai saheb  who also has a son of his own  Vikram. Years later  Rajesh has grown up to be a police ...                    ,Waheeda Rehman|Shatrughan Sinha|Reena Roy|Vinod Mehra|Shabana Azmi|Kader Khan|Pran|Bindu|Shreeram Lagoo|Ram P. Sethi|Shivraj|Yunus Parvez|Asha Chandra|Mumtaz Begum|,26 December 1980 (India)
tt0080926,After the passing of multi-millionaire Ramlal Gupta  his only son and heir  Ramesh  takes over the estate and business. He attends a Beauty Contest sponsored by Vimal Fabrics  and is ...                    ,Zeenat Aman|Raj Babbar|Deepak Parashar|Padmini Kolhapure|Shreeram Lagoo|Iftekhar|Simi Garewal|Jagdish Raj|Vijay Sharma|Sunil Dhawan|Prem Sagar|Om Shivpuri|Sudha Shivpuri|Sujit Kumar|,11 November 1980 (India)
tt0230357,Ravi (Jeetendra) overhears a beautiful woman  Namrita (Rekha)  singing a sad song. He falls in love  and tries to pull her away from the abyss of suicide. As time goes by  he proposes and ...                    ,Jeetendra|Rekha|Deven Verma|Rajesh Behl|Pran|Manmohan Krishna|Jagdeep|Chand Usmani|Jayshree T.|Sunder|Rana|Jankidas|Brahm Bhardwaj|Manmauji|,4 July 1980 (India)
tt0260112,Widower and former Judge Umakant Verma lives a wealthy lifestyle with his only son  Dr. Shashikant; a houseful of servants  led by Gauri  the daughter of his childhood friend  Narayan Singh...                    ,Ashok Kumar|Jeetendra|Rekha|Sachin|Arun Govil|A.K. Hangal|Asit Kumar Sen|Madhukar|Deven Verma|Madan Puri|Asha Sachdev|Shoma Anand|Tamanna|Helena Luke|,
tt0262534,Suraj and Malti are in love and get very intimate. They are introduced to their respective families  and there is approval all round  and their marriage is to be finalized soon. Before that...                    ,Jeetendra|Vinod Mehra|Ashok Kumar|Waheeda Rehman|Moushumi Chatterjee|Sarika|Kader Khan|Iftekhar|Satyendra Kapoor|Paidi Jairaj|Pandharibai|,6 June 1980 (India)
tt0154730,A sleuth leaves a diary and a dagger with his friend; soon after  he is murdered and his murder is followed by the murder of others inquiring about the dagger. Intrigued  the sleuth's ...                    ,Navin Nischol|Reena Roy|Amjad Khan|,
tt0357826,When a young woman is pushed off a boat  she must unmask her would-be killer.,Shashi Kapoor|Rekha|Danny Denzongpa|Aruna Irani|Lalita Pawar|A.K. Hangal|Jagdeep|,25 January 1980 (India)
tt0244585,Nirmala Gupta runs her household and family in a very strict and authoritarian manner. While most of her family resent this  they do obey her and carry out her instructions  so as to be on ...                    ,Ashok Kumar|Rekha|Rakesh Roshan|Shashikala|Aradhana|Dina Pathak|David Abraham|S.N. Banerjee|Keshto Mukherjee|Amarnath|Vijay Sharma|Ranjit Chowdhry|Anand|Baby Komal|,25 January 1980 (India)
tt0246086,Add a Plot »,Aruna|Ravi Behl|,
tt0154788,Airforce pilot Bhagat's wife Raksha and his father are killed in a bank robbery where his father works on the day he his celebrating his wedding anniversary and sons birthday.Bhagat notices...                    ,Dev Anand|Tina Ambani|Mehmood|Nirupa Roy|Amjad Khan|Prem Chopra|Kader Khan|Ranjeet|Shakti Kapoor|Simple Kapadia|Shreeram Lagoo|Om Shivpuri|Sudhir Dalvi|Kalpana Iyer|,
tt0157965,Kamli belongs to a poor family. She sells datuns for a living. She sells them in local suburban trains as well as on railway platforms. One day she meets a bachelor named Pratap  who would ...                    ,Dev Anand|Tina Ambani|Girish Karnad|Mehmood|Simple Kapadia|Leela Mishra|Tarun Ghosh|Piloo J. Wadia|Birbal|Raj Kishore|Aroop Kumar Ganguly|Sunder|Taneja|S. Chopra|,
tt0368068,Add a Plot »,Shashi Kapoor|Jeetendra|Rekha|Rakesh Roshan|Ranjeet|Bindu|Shreeram Lagoo|Gita Siddharth|Deven Verma|A.K. Hangal|Anoop Kumar|,5 September 1980 (Israel)
tt0257965,Thakur Saab and his wife Jankidevi belong to a rich and royal family. They have an ancestral necklace which is very precious and very expensive. The necklace is always worn by Jankidevi. ...                    ,Asrani|Prem Chopra|Mohan Choti|Poonam Dhillon|Utpal Dutt|Jeetendra|Pradeep Kumar|Shreeram Lagoo|Rajendra Nath|,
tt0268407,Pratap Kumar Srivastav travels from Shyam Nagar to Bombay  and gets hired by his father's friend  Ram Prasad. He rents a room in a Chawl in Borivali's 'Asha Manzil' where his friend  Gopal ...                    ,Yogeeta Bali|Birbal|Mithun Chakraborty|Utpal Dutt|Tarun Ghosh|Ranjeeta Kaur|Ashok Kumar|Sujit Kumar|Subroto Mahapatra|Yunus Parvez|Chaman Puri|Madan Puri|Jagdish Raj|Naseeruddin Shah|,20 February 1980 (India)
tt0316386,A story of a woman who is forced to make sacrifices  including adapting to a questionable career.,Shoma Anand|Vikram Makandar|Raj Kiran|Mithun Chakraborty|Shammi|Ram P. Sethi|Raj Mehra|Mac Mohan|C.S. Dubey|Birbal|Ishaq|Viju Khote|Madhup Sharma|Ramesh Deo|,
tt0360718,Moti comes from a poor family  and lives in a modest apartment with his widowed mother  and an unmarried sister  Shyama. He meets with a beautiful young woman named Ganga  and soon both ...                    ,Mithun Chakraborty|Ranjeeta Kaur|Shakti Kapoor|Om Shivpuri|Urmila Bhatt|T.P. Jain|Asha Sharma|Jalal Agha|Birbal|,
tt0362057,Shiva decides to give his criminal life and marry a dancer Seema.But his past still haunts him forcing him to take back the criminal life.,Rakesh Roshan|Vidya Sinha|Yogeeta Bali|Sarika|Kalpana Iyer|Amjad Khan|Master Bhagwan|Dev Kumar|Suresh Oberoi|,
tt0081401,Ram and Balram are 2 young boys who live with their loving parents. Their scheming uncle  Jagatpal  however kills the boy's father and mother. Jagatpal lies to the boys that their parents ...                    ,Zeenat Aman|Rekha|Ajit|Prem Chopra|Sujit Kumar|Amjad Khan|Helen|Urmila Bhatt|Utpal Dutt|Ranjan|Asit Kumar Sen|Mohan Sherry|Madhup Sharma|Bharat Kapoor|,28 November 1980 (India)
tt0156014,Anand lives a wealthy lifestyle in Bombay in a palatial house  and runs a business 'Export India'. While shopping at Roopsagar Clothing Store  he meets one of the Sales Clerks'  Sharda  and...                    ,Rajesh Khanna|Poonam Dhillon|Aruna Irani|Om Shivpuri|Satyendra Kapoor|Roopesh Kumar|Shammi|Keshto Mukherjee|Shashi Kiran|Ram P. Sethi|Mayur Verma|Ritu Kamal|Madhu Patel|Snehlata|,23 May 1980 (India)
tt0246879,A cabaret dancer and singer  Sheela (Zeenat Aman) has two admirers: a small-time thief Rajesh (Feroz Khan)  and a young  eligible widower  Amar (Vinod Khanna). Both are best friends and ...                    ,Feroz Khan|Vinod Khanna|Zeenat Aman|Amjad Khan|Kader Khan|Tun Tun|Aruna Irani|Amrish Puri|Shakti Kapoor|Natasha Chopra|Jagdeep|Mac Mohan|Narendra Nath|Raj Bharti|,20 June 1980 (India)
tt0156882,Shyama is an orphaned young woman who lives with her aunt  uncle and several cousins  two of who are girls of marriageable age. Her passion is dancing  which is frowned upon by her uncle ...                    ,Alankar Joshi|Roobini|Surinder Kaur|Veena|,
tt0358020,Dr. Vijay is a psychiatrist and is in love with a beautiful young woman named Asha. He is stunned when another doctor refers Asha to him  as Asha has been having hallucinations and ...                    ,Rajesh Khanna|Kim|Aruna Irani|Tamanna|Shashikala|Danny Denzongpa|A.K. Hangal|Suresh Oberoi|Lalita Pawar|Om Shivpuri|Shubha Khote|Jagdeep|Mukri|Master Bhagwan|,15 August 1980 (India)
tt0400830,Dhaniya and Kundan are childhood sweethearts  and hope to marry once they have attained maturity. Dhaniya would like to have some money in her possession before she marries  so they decide ...                    ,Mithun Chakraborty|Zarina Wahab|Kanhaiyalal Chaturvedi|Agha|Dinesh Thakur|Paintal|T.P. Jain|Mac Mohan|,13 June 1980 (India)
tt0079938,Anirudh Parmar is blind  but he does not let this impairment bind him down. He runs a school for the blind as a Principal. He meets with social worker  Kavita. Kavita is attracted to him  ...                    ,Shabana Azmi|Naseeruddin Shah|Sudha Chopra|Mohan Gokhale|Pran Talwar|Arun Joglekar|Om Puri|Lakshman Tandon|Tapan Kumar Nandi|Arun Sachdev|Baladutt Sharma|Mukesh Gautam|,30 January 1980 (India)
tt2301141,Add a Plot »,Nutan|Joy Mukherjee|Rehman|Laxmi Chhaya|Bindu|I.S. Johar|,
tt0253618,Dharamdas is killed by Dhanraj and his man later one by one Dharamdas killers are killed but it puts question to everyone as whose behind all this killings?,Navin Nischol|Vidya Sinha|Kaajal Kiran|Om Shivpuri|Prem Chopra|Vinod Mehra|Padma Khanna|Rajendra Nath|Paintal|Narendra Nath|Mohan Sherry|Sudhir Dalvi|Amar|Roopesh Kumar|,28 February 1980 (India)
tt0358108,Widowed Bhavanidevi rules her palatial home with an iron hand. Nothing is permitted to be touched or moved without her permission and approval. She has two sons  and one daughter. She dotes...                    ,Ashok Kumar|Raj Babbar|Reena Roy|Asha Parekh|Lalita Pawar|Manmohan Krishna|Guddi Maruti|Nilu Phule|Jayshree T.|Deven Verma|Bela Bose|,
tt0081605,Rajesh is a small time crook   He changes his name to Rakesh for other crimes. Reetesh lookalike of Rakesh has to face the law.,Indira Bansal|Master Bhagwan|Abhi Bhattacharya|Bharat Bhushan|Mithun Chakraborty|Chandrashekhar|Dhumal|Jagdeep|Padma Khanna|Sulochana Latkar|Raj Mehra|Keshto Mukherjee|Mukri|Murad|,
tt0155238,A wicked stepmother and her brother attempt to kill her stepson  only he survives  and years laterm re-enters their lives; And on the other hand  a smuggler assumes the identity of a honest...                    ,Sanjeev Kumar|Jeetendra|Zeenat Aman|Jaya Prada|Vinod Mehra|Bindiya Goswami|Ashok Kumar|Kamini Kaushal|Ranjeet|Mac Mohan|Sujit Kumar|Jeevan|Asrani|,18 April 1980 (India)
tt0158534,A dedicated railway employee's plan to introduce an express train result in sabotage.,Dharmendra|Vinod Khanna|Jeetendra|Vinod Mehra|Hema Malini|Parveen Babi|Simi Garewal|Navin Nischol|Danny Denzongpa|Neetu Singh|Sujit Kumar|Ranjeet|Iftekhar|Nasir Hussain|,20 March 1980 (India)
tt0081491,Two brothers go after the international mafia kingpin who murdered their cop brother. They are later joined by another man who wants revenge against the gangster.,Sunil Dutt|Shashi Kapoor|Amitabh Bachchan|Shatrughan Sinha|Rakhee Gulzar|Parveen Babi|Bindiya Goswami|Johnny Walker|Kulbhushan Kharbanda|Mazhar Khan|Helen|Bindu|Padmini Kapila|,12 December 1980 (India)
tt0388499,Siblings get separated in childhood. After years they faced each other as rivals.,Yogeeta Bali|Rita Bhaduri|Urmila Bhatt|Bharat Bhushan|Mithun Chakraborty|Jeevan|Ranjeeta Kaur|Kader Khan|Raj Kishore|Sujit Kumar|Raj Mehra|Ranjeet|Rakesh Roshan|Ram P. Sethi|,4 July 1980 (India)
tt0081219,A dramatized account of the Naxalite movement  focusing on the average Indians who join the movement from various walks of life and from various regions  backgrounds  faiths  etc.,Jalal Agha|Saleem Christopher Agha|Shehnaz Anand|Tinnu Anand|Mithun Chakraborty|Kamlakar Date|Vishal Deep|Vikrant Dutt|Brij Gopal|Madan Jain|Bijaya Jena|Pinchoo Kapoor|Jawahar Kaul|Imtiaz Khan|,
tt0081783,Shankar and Birju grew up on the footpath together like orphans. They knew only the principle of friendship. They both met Pammi   who was in the clutches of a ruthless man  called Jumbo. ...                    ,Sunil Dutt|Reena Roy|Amjad Khan|Daljit Kaur|,
tt0081624,Arvind Kumar Choudhary is widowed  respectable and wealthy businessman  who lives with his only son  Arun  in a palatial house. He re-marries another woman  Sujata  who is a widow  with two...                    ,Rajesh Khanna|Shabana Azmi|Siddharth|Padmini Kolhapure|Deven Verma|Shreeram Lagoo|A.K. Hangal|Jalal Agha|Shashi Kiran|Raja Bakshi|Urmila Bhatt|Gayatri|Gouri Khurana|Preeti Ganguli|,29 April 1980 (India)
tt0177499,Add a Plot »,Danny Denzongpa|Ranjeet|Waheeda Rehman|Mahendra Sandhu|,
tt0178177,The evil Zamindar of a small village has his lustful eyes on the beautiful wife of Jagga  a labourer  who also has a small son. He has her brought in by one of his men  and has her raped ...                    ,Vinod Mehra|Yogeeta Bali|Kabir Bedi|Priyadarshini|,1 January 1979 (India)
tt0178210,Mr. Rai is a wealthy businessman in Jammu  India  and lives in a palatial house with his wife  Shobha  a wheelchair-bound daughter  Ashu  a grown son  Rakesh  and a school-going son  Raju. ...                    ,Jeetendra|Neetu Singh|Dheeraj Kumar|Sujit Kumar|Nirupa Roy|Mukri|Madan Puri|Rinku|,23 February 1979 (India)
tt0078761,Raja was adopted by a criminal don (Ashok Kumar) at a very young age. After the death of the don  Raja inherits the property  and refrains from crime. However  the wealth and the power ...                    ,Rajesh Khanna|Vinod Mehra|Shabana Azmi|Deven Verma|Roopesh Kumar|Bindu|Ashok Kumar|Unni Mary|Mithun Chakraborty|Savitri|A.K. Hangal|,
tt0178188,Anmol and Sunita are living a happy married life.But Sunita is suffering from a serious heart condition and has to go for a dangerous operation or risk her life.She can't go for children as...                    ,Abhi Bhattacharya|Leela Chitnis|Baby Geeta|Geeta Khanna|Lakshmi|Murad|Prema Narayan|,
tt0078739,Sudarshan Sahni would like his son  Raju  to marry his Europe-based friend's daughter  Rita  but Raju is in love with Anu  and both plan to marry each other. Anu's dad  Pradeep Rai Choudhry...                    ,Shashi Kapoor|Simi Garewal|Rakesh Bedi|Chand Usmani|Amjad Khan|Bindu|Simple Kapadia|Sunder|Leela Mishra|Yunus Parvez|Dina Pathak|Kiran Vairale|Parvez|Shammi Kapoor|,26 October 1979 (India)
tt0078738,Ahimsa in Sanskrit means non-violence. A chance encounter between two widows who lost their husbands and sons to violence sets the story going. Birju (Sunil Dutt) has received the highest ...                    ,Sunil Dutt|Rekha|Ranjeet|Rajendra Nath|Prem Nath|Nirupa Roy|Asrani|Paidi Jairaj|Master Bhagwan|,28 December 1979 (India)
tt0252247,Raj lives a wealthy lifestyle and is in love with his college sweetheart Kamal he is seduced by and elderly woman Mona who comes to work in his house as a teacher Mona is soon found dead in Raj's bedroom and her spirit starts to haunt him,Padmini Kapila|Roopesh Kumar|Madan Puri|Sachin|Vimal Sahu|Ranjani Sharma|,
tt0237021,Add a Plot »,Ashok Kumar|Shatrughan Sinha|Shabana Azmi|Kamini Kaushal|Mehmood Jr.|,
tt2710158,People of Mangalpur die in a bizarre pattern. Inspector Vijay is appointed to reveal the truth behind the mystery.,Mithun Chakraborty|Chandrashekhar|Ranjan Grewal|Madan Joshi|Ranjeeta Kaur|Ravi Kumar|Sadhu Meher|Nilu Phule|Jagdish Raj|Shashi Ranjan|Reena Roy|Sharat Saxena|Om Shivpuri|,
tt0379253,Add a Plot »,Randhir Kapoor|Neetu Singh|Asrani|Farida Jalal|Sujit Kumar|Prem Nath|Satyendra Kapoor|Sajjan|Raj Mehra|Leena Das|Rajan Haksar|Ram Mohan|Habib|Randhir|,4 May 1979 (India)
tt0157339,Tony and Nancy daily board 9:10 Bandra to Churchgate local.Nancy is accompanied by her uncle Tom who develops friendship with Tony and introduces both of them.Nancy's mother Rosie wants her...                    ,Amol Palekar|Tina Ambani|Asrani|David Abraham|Leela Mishra|Pearl Padamsee|Tun Tun|Arvind Deshpande|Piloo J. Wadia|Shobhini Singh|Uday Chandra|,13 April 1979 (India)
